contactDate,beat,encounterType,reasonForEncounter,resultOfEncounter,search,typeOfSearch,resultOfSearch,race,sex
3/22/15,10Y,Vehicle,Traffic Violation,Citation,No,No,No,Hispanic,Male
3/22/15,34X,Vehicle,Traffic Violation,Citation,No,No,No,Afr American,Male
3/22/15,03X,Pedestrian,Probable Cause,FI Report,No,No,No,Afr American,Male
3/22/15,03X,Vehicle,Traffic Violation,FI Report,No,No,No,Afr American,Male
3/22/15,04X,Vehicle,Traffic Violation,Citation,No,No,No,Afr American,Male
3/22/15,03X,Pedestrian,Probable Cause,FI Report,No,No,No,White,Male
3/22/15,30X,Vehicle,Traffic Violation,Warning,No,No,No,Asian,Male
3/22/15,27Y,Vehicle,Traffic Violation,Citation,No,No,No,Afr American,Male
3/22/15,30Y,Pedestrian,Reasonable Suspicion,Report Taken-No Action,Yes,Weapons,Yes,Afr American,Male
3/22/15,29X,Vehicle,Traffic Violation,Citation,Yes,Prob./Parole,None,Afr American,Male
3/22/15,35X,Vehicle,Traffic Violation,Citation,No,No,No,Afr American,Male
3/22/15,26Y,Vehicle,Traffic Violation,Citation,No,No,No,Afr American,Male
3/22/15,30X,Vehicle,Traffic Violation,Citation,No,No,No,Afr American,Male
3/22/15,14Y,Vehicle,Traffic Violation,Warning,No,No,No,Afr American,Female
3/22/15,26X,Vehicle,Traffic Violation,Citation,No,No,No,Other,Male
3/22/15,29X,Pedestrian,Probable Cause,Misdemeanor Arrest,Yes,Incident to Arrest,None,Afr American,Male
3/22/15,26Y,Vehicle,Traffic Violation,Citation,No,No,No,Hispanic,Male
3/22/15,27Y,Vehicle,Traffic Violation,Citation,No,No,No,Hispanic,Male
3/23/15,02X,Vehicle,Traffic Violation,Citation,No,No,No,White,Male
3/23/15,07X,Vehicle,Traffic Violation,Citation,No,No,No,Afr American,Male
3/23/15,28X,Pedestrian,Reasonable Suspicion,Misdemeanor Arrest,Yes,Incident to Arrest,Yes,Afr American,Male
3/23/15,07X,Bicycle,Traffic Violation,Citation,No,No,No,White,Male
3/23/15,20X,Vehicle,Traffic Violation,Citation,No,No,No,Asian,Male
3/23/15,19X,Vehicle,Traffic Violation,FI Report,No,No,No,Afr American,Female
3/23/15,20X,Vehicle,Traffic Violation,Citation,No,No,No,Hispanic,Male
3/23/15,19X,Vehicle,Traffic Violation,Citation,No,No,No,Afr American,Male
3/23/15,16Y,Vehicle,Traffic Violation,Warning,No,No,No,White,Male
3/23/15,16Y,Vehicle,Traffic Violation,Citation,No,No,No,White,Male
3/23/15,16Y,Vehicle,Traffic Violation,Citation,No,No,No,White,Male
3/23/15,07X,Vehicle,Traffic Violation,Citation,No,No,No,Afr American,Male
3/23/15,20X,Vehicle,Traffic Violation,Citation,No,No,No,Afr American,Female
3/23/15,20X,Vehicle,Traffic Violation,FI Report,No,No,No,Afr American,Male
3/23/15,19X,Bicycle,Traffic Violation,FI Report,No,No,No,Asian,Male
3/23/15,34X,Pedestrian,Probable Cause,FI Report,No,No,No,Afr American,Male
3/23/15,31Y,Vehicle,Traffic Violation,Citation,No,No,No,Afr American,Male
3/23/15,27Y,Pedestrian,Reasonable Suspicion,FI Report,Yes,Weapons,None,Afr American,Male
3/23/15,27Y,Pedestrian,Reasonable Suspicion,FI Report,Yes,P/C,None,Afr American,Male
3/23/15,27Y,Pedestrian,Reasonable Suspicion,FI Report,Yes,Weapons,None,Afr American,Male
3/23/15,35X,Vehicle,Probable Cause,FI Report,Yes,P/C,None,Afr American,Male
3/23/15,27Y,Vehicle,Probable Cause,FI Report,Yes,P/C,Yes,Afr American,Female
3/23/15,23X,Vehicle,Traffic Violation,Citation,No,No,No,Afr American,Male
3/23/15,35X,Vehicle,Traffic Violation,FI Report,Yes,P/C,None,Afr American,Male
3/23/15,12Y,Vehicle,Traffic Violation,Citation,No,No,No,Hispanic,Male
3/23/15,30Y,Vehicle,Traffic Violation,FI Report,Yes,Prob./Parole,None,Afr American,Male
3/23/15,30X,Vehicle,Traffic Violation,FI Report,No,No,No,Hispanic,Male
3/23/15,34X,Vehicle,Probable Cause,Felony Arrest,Yes,Incident to Arrest,None,Hispanic,Male
3/23/15,02Y,Pedestrian,Traffic Violation,Citation,No,No,No,Other,Male
3/23/15,02X,Pedestrian,Traffic Violation,Citation,No,No,No,Other,Male
3/23/15,24Y,Vehicle,Traffic Violation,FI Report,No,No,No,Asian,Male
3/23/15,23X,Vehicle,Traffic Violation,Citation,No,No,No,Asian,Male
3/23/15,26X,Vehicle,Traffic Violation,Citation,Yes,Weapons,None,Afr American,Male
3/23/15,07X,Vehicle,Traffic Violation,Citation,No,No,No,Afr American,Female
3/23/15,19X,Vehicle,Traffic Violation,Citation,No,No,No,Afr American,Male
3/23/15,21X,Vehicle,Traffic Violation,Warning,No,No,No,White,Female
3/23/15,27X,Vehicle,Traffic Violation,Citation,No,No,No,Afr American,Male
3/23/15,34X,Vehicle,Traffic Violation,FI Report,Yes,Weapons,None,Afr American,Male
3/23/15,21X,Vehicle,Traffic Violation,FI Report,No,No,No,Asian,Male
3/23/15,33X,Vehicle,Traffic Violation,Citation,No,No,No,Afr American,Male
3/23/15,27Y,Pedestrian,Reasonable Suspicion,Warning,Yes,Prob./Parole,Yes,Afr American,Male
3/23/15,35X,Vehicle,Traffic Violation,Warning,Yes,Prob./Parole,None,Afr American,Male
3/23/15,35X,Vehicle,Traffic Violation,Warning,Yes,P/C,None,Afr American,Male
3/23/15,07X,Vehicle,Traffic Violation,Citation,No,No,No,Afr American,Male
3/23/15,05X,Other,Probable Cause,Felony Arrest,Yes,Weapons,Yes,White,Female
3/23/15,10X,Vehicle,Traffic Violation,Citation,No,No,No,White,Female
3/23/15,23X,Vehicle,Traffic Violation,Citation,No,No,No,Afr American,Male
3/23/15,23X,Vehicle,Traffic Violation,FI Report,No,No,No,Afr American,Female
3/23/15,27Y,Vehicle,Traffic Violation,FI Report,No,No,No,Hispanic,Male
3/23/15,27X,Vehicle,Traffic Violation,Citation,No,No,No,Asian,Female
3/23/15,26Y,Vehicle,Traffic Violation,Citation,No,No,No,Afr American,Male
3/23/15,26Y,Vehicle,Traffic Violation,Citation,No,No,No,Afr American,Female
3/23/15,27Y,Vehicle,Traffic Violation,Citation,No,No,No,White,Male
3/23/15,27X,Vehicle,Traffic Violation,Citation,No,No,No,Afr American,Female
3/23/15,08X,Vehicle,Traffic Violation,Warning,No,No,No,Asian,Male
3/23/15,21X,Vehicle,Reasonable Suspicion,FI Report,Yes,Prob./Parole,None,Afr American,Male
3/23/15,31Y,Vehicle,Traffic Violation,Citation,No,No,No,White,Male
3/23/15,17X,Vehicle,Traffic Violation,FI Report,No,No,No,Hispanic,Female
3/23/15,19X,Vehicle,Traffic Violation,Citation,No,No,No,Afr American,Male
3/23/15,19X,Vehicle,Traffic Violation,Citation,No,No,No,White,Male
3/23/15,21X,Vehicle,Traffic Violation,Warning,No,No,No,Afr American,Male
3/23/15,23X,Vehicle,Traffic Violation,Warning,No,No,No,Afr American,Female
3/23/15,16Y,Vehicle,Traffic Violation,Warning,No,No,No,Asian,Male
3/23/15,13X,Vehicle,Traffic Violation,Warning,No,No,No,White,Female
3/23/15,15X,Vehicle,Probable Cause,Warning,No,No,No,Afr American,Female
3/23/15,18Y,Vehicle,Traffic Violation,Warning,No,No,No,Asian,Female
3/23/15,26X,Vehicle,Traffic Violation,Warning,No,No,No,Hispanic,Female
3/23/15,34X,Vehicle,Traffic Violation,Citation,Yes,Prob./Parole,Yes,Afr American,Male
3/23/15,21Y,Vehicle,Traffic Violation,Warning,No,No,No,Afr American,Male
3/23/15,30Y,Vehicle,Traffic Violation,Warning,No,No,No,Afr American,Male
3/23/15,35X,Vehicle,Traffic Violation,Warning,No,No,No,Afr American,Male
3/23/15,29X,Vehicle,Traffic Violation,Citation,No,No,No,Hispanic,Male
3/23/15,30Y,Vehicle,Traffic Violation,Citation,Yes,Prob./Parole,None,Hispanic,Male
3/23/15,30Y,Vehicle,Traffic Violation,Report Taken-No Action,No,No,No,Afr American,Male
3/23/15,18X,Vehicle,Reasonable Suspicion,Citation,Yes,Weapons,Yes,Afr American,Female
3/24/15,25Y,Vehicle,Traffic Violation,Warning,No,No,No,White,Male
3/24/15,02Y,Vehicle,Traffic Violation,Citation,No,No,No,Afr American,Female
3/24/15,02Y,Vehicle,Traffic Violation,Citation,No,No,No,Afr American,Male
3/24/15,02X,Vehicle,Traffic Violation,Warning,No,No,No,Other,Female
3/24/15,04X,Vehicle,Traffic Violation,Citation,No,No,No,Afr American,Female
3/24/15,02X,Vehicle,Traffic Violation,Citation,No,No,No,White,Male
3/24/15,04X,Vehicle,Traffic Violation,Citation,No,No,No,Afr American,Male
3/24/15,23X,Vehicle,Traffic Violation,Citation,No,No,No,Hispanic,Female
3/24/15,27Y,Vehicle,Traffic Violation,Citation,No,No,No,Afr American,Female
3/24/15,27Y,Vehicle,Traffic Violation,Citation,No,No,No,Afr American,Male
3/24/15,27X,Vehicle,Traffic Violation,Citation,No,No,No,Afr American,Male
3/24/15,26X,Vehicle,Traffic Violation,Citation,No,No,No,Hispanic,Male
3/24/15,16Y,Vehicle,Traffic Violation,Citation,No,No,No,White,Male
3/24/15,06X,Vehicle,Traffic Violation,Warning,No,No,No,Afr American,Male
3/24/15,23X,Vehicle,Traffic Violation,Warning,No,No,No,Hispanic,Male
3/24/15,17Y,Vehicle,Traffic Violation,Citation,No,No,No,Afr American,Male
3/24/15,16Y,Vehicle,Traffic Violation,Warning,No,No,No,Afr American,Male
3/24/15,17Y,Vehicle,Traffic Violation,Citation,No,No,No,Afr American,Male
3/24/15,18X,Vehicle,Probable Cause,Misdemeanor Arrest,Yes,Incident to Arrest,None,Afr American,Female
3/24/15,30Y,Vehicle,Traffic Violation,FI Report,No,No,No,Afr American,Male
3/24/15,30Y,Vehicle,Traffic Violation,FI Report,No,No,No,Afr American,Male
3/24/15,35X,Vehicle,Traffic Violation,FI Report,Yes,Prob./Parole,None,Afr American,Male
3/24/15,08X,Pedestrian,Probable Cause,Citation,No,No,No,White,Female
3/24/15,35X,Vehicle,Traffic Violation,FI Report,Yes,P/C,Yes,Afr American,Male
3/24/15,35X,Vehicle,Traffic Violation,FI Report,No,No,No,Afr American,Male
3/24/15,34X,Vehicle,Traffic Violation,Citation,No,No,No,Afr American,Female
3/24/15,30Y,Pedestrian,Traffic Violation,Warning,No,No,No,Afr American,Male
3/24/15,18X,Other,Probable Cause,Misdemeanor Arrest,Yes,Incident to Arrest,None,Afr American,Female
3/24/15,18X,Other,Probable Cause,Misdemeanor Arrest,Yes,Incident to Arrest,None,Other,Female
3/24/15,28X,Vehicle,Traffic Violation,Citation,No,No,No,Afr American,Male
3/24/15,34X,Vehicle,Traffic Violation,FI Report,No,No,No,Afr American,Female
3/24/15,31X,Other,Probable Cause,Felony Arrest,Yes,Incident to Arrest,None,Asian,Female
3/24/15,31X,Other,Probable Cause,FI Report,Yes,Prob./Parole,None,Hispanic,Male
3/24/15,34X,Pedestrian,Probable Cause,Felony Arrest,Yes,Incident to Arrest,None,Afr American,Male
3/24/15,27Y,Vehicle,Traffic Violation,Citation,No,No,No,Other,Male
3/24/15,26X,Pedestrian,Probable Cause,Felony Arrest,Yes,Incident to Arrest,None,Afr American,Male
3/24/15,08X,Vehicle,Traffic Violation,Warning,Yes,Prob./Parole,None,Afr American,Male
3/24/15,12Y,Vehicle,Traffic Violation,FI Report,Yes,Prob./Parole,None,Afr American,Male
3/24/15,12Y,Vehicle,Traffic Violation,Citation,Yes,P/C,Yes,Afr American,Male
3/24/15,33X,Vehicle,Traffic Violation,Citation,No,No,No,Hispanic,Female
3/24/15,08X,Vehicle,Traffic Violation,Citation,No,No,No,Afr American,Male
3/24/15,14X,Vehicle,Traffic Violation,Citation,No,No,No,Afr American,Male
3/24/15,08X,Pedestrian,Probable Cause,Misdemeanor Arrest,Yes,Prob./Parole,Yes,Afr American,Male
3/24/15,08X,Vehicle,Traffic Violation,Citation,Yes,Prob./Parole,None,Afr American,Male
3/24/15,30X,Pedestrian,Reasonable Suspicion,FI Report,Yes,Weapons,None,Hispanic,Male
3/24/15,08X,Vehicle,Traffic Violation,Citation,No,No,No,Hispanic,Male
3/24/15,32Y,Pedestrian,Traffic Violation,FI Report,No,No,No,Afr American,Male
3/24/15,32Y,Vehicle,Traffic Violation,FI Report,No,No,No,Afr American,Male
3/24/15,25Y,Vehicle,Traffic Violation,Citation,No,No,No,Afr American,Male
3/24/15,25X,Vehicle,Traffic Violation,Citation,No,No,No,Afr American,Male
3/24/15,34X,Pedestrian,Probable Cause,Felony Arrest,Yes,Incident to Arrest,None,Afr American,Male
3/24/15,26Y,Pedestrian,Probation/Parole,Felony Arrest,Yes,Prob./Parole,Yes,Afr American,Male
3/24/15,02Y,Vehicle,Traffic Violation,FI Report,Yes,Prob./Parole,None,Afr American,Male
3/24/15,06X,Vehicle,Traffic Violation,FI Report,No,No,No,Asian,Male
3/24/15,06X,Vehicle,Traffic Violation,Warning,No,No,No,Afr American,Male
3/24/15,19X,Bicycle,Probable Cause,FI Report,No,No,No,Afr American,Male
3/24/15,19X,Vehicle,Traffic Violation,Warning,No,No,No,Afr American,Male
3/24/15,34X,Vehicle,Traffic Violation,Misdemeanor Arrest,Yes,P/C,Yes,Hispanic,Male
3/24/15,21X,Vehicle,Probable Cause,Misdemeanor Arrest,Yes,Incident to Arrest,None,Afr American,Female
3/24/15,27X,Vehicle,Probable Cause,Misdemeanor Arrest,Yes,Incident to Arrest,None,Afr American,Female
3/24/15,32X,Pedestrian,Reasonable Suspicion,FI Report,Yes,Consent,None,Afr American,Male
3/24/15,27Y,Vehicle,Traffic Violation,Warning,Yes,P/C,None,Hispanic,Male
3/24/15,31Z,Vehicle,Traffic Violation,Warning,No,No,No,Afr American,Male
3/24/15,27X,Vehicle,Traffic Violation,FI Report,No,No,No,Afr American,Male
3/24/15,23X,Vehicle,Traffic Violation,Warning,No,No,No,White,Male
3/24/15,10Y,Vehicle,Traffic Violation,Warning,No,No,No,Afr American,Female
3/24/15,19X,Vehicle,Probable Cause,Misdemeanor Arrest,Yes,Incident to Arrest,None,Afr American,Female
3/24/15,20X,Vehicle,Traffic Violation,Warning,No,No,No,Afr American,Male
3/24/15,21Y,Vehicle,Traffic Violation,Warning,Yes,P/C,Yes,Afr American,Male
3/24/15,21X,Vehicle,Traffic Violation,Warning,Yes,P/C,Yes,Hispanic,Male
3/24/15,25X,Pedestrian,Probable Cause,Felony Arrest,Yes,Incident to Arrest,Yes,Afr American,Male
3/24/15,07X,Vehicle,Traffic Violation,FI Report,No,No,No,Afr American,Female
3/24/15,05X,Vehicle,Traffic Violation,FI Report,Yes,Prob./Parole,None,Afr American,Male
3/24/15,05X,Vehicle,Traffic Violation,FI Report,No,No,No,Afr American,Male
3/24/15,21Y,Vehicle,Traffic Violation,Warning,No,No,No,Afr American,Female
3/24/15,21X,Vehicle,Probation/Parole,FI Report,Yes,Prob./Parole,None,Afr American,Male
3/24/15,26X,Vehicle,Traffic Violation,FI Report,Yes,Weapons,Yes,Hispanic,Male
3/24/15,26X,Vehicle,Traffic Violation,FI Report,Yes,Prob./Parole,Yes,Hispanic,Male
3/24/15,10Y,Vehicle,Traffic Violation,Citation,No,No,No,Afr American,Male
3/24/15,25Y,Pedestrian,Probation/Parole,FI Report,No,No,No,Afr American,Male
3/24/15,30Y,Vehicle,Traffic Violation,Warning,No,No,No,Hispanic,Male
3/24/15,30Y,Vehicle,Traffic Violation,Citation,No,No,No,Hispanic,Female
3/24/15,24X,Vehicle,Traffic Violation,Warning,Yes,Consent,None,Afr American,Male
3/24/15,28X,Vehicle,Traffic Violation,Warning,No,No,No,Afr American,Male
3/24/15,35X,Vehicle,Traffic Violation,Warning,No,No,No,Hispanic,Male
3/24/15,07X,Vehicle,Probable Cause,Felony Arrest,Yes,P/C,Yes,Afr American,Male
3/24/15,07X,Vehicle,Traffic Violation,Warning,No,No,No,Afr American,Male
3/24/15,07X,Vehicle,Probable Cause,Felony Arrest,Yes,P/C,Yes,Afr American,Male
3/24/15,06X,Vehicle,Reasonable Suspicion,Warning,No,No,No,Afr American,Male
3/24/15,06X,Vehicle,Reasonable Suspicion,Warning,No,No,No,Afr American,Female
3/24/15,30X,Vehicle,Probable Cause,Felony Arrest,Yes,Incident to Arrest,Yes,Hispanic,Male
3/24/15,25X,Vehicle,Traffic Violation,Citation,Yes,Prob./Parole,Yes,Afr American,Female
3/24/15,25X,Vehicle,Traffic Violation,Citation,Yes,Prob./Parole,Yes,Afr American,Male
3/24/15,24X,Pedestrian,Probation/Parole,FI Report,Yes,Prob./Parole,None,Hispanic,Male
3/24/15,30Y,Pedestrian,Probable Cause,Citation,No,No,No,Afr American,Male
3/24/15,30Y,Pedestrian,Probable Cause,Citation,No,No,No,Afr American,Female
3/24/15,30Y,Pedestrian,Probable Cause,Citation,No,No,No,Afr American,Female
3/24/15,33X,Pedestrian,Probable Cause,Citation,No,No,No,Afr American,Female
3/24/15,33X,Pedestrian,Probable Cause,Citation,No,No,No,Afr American,Male
3/24/15,34X,Vehicle,Traffic Violation,Citation,No,No,No,Afr American,Male
3/24/15,27X,Vehicle,Traffic Violation,Warning,No,No,No,Afr American,Male
3/24/15,27X,Vehicle,Traffic Violation,Warning,No,No,No,Afr American,Male
3/24/15,27X,Vehicle,Traffic Violation,Warning,No,No,No,Afr American,Male
3/24/15,02Y,Vehicle,Traffic Violation,FI Report,No,No,No,Afr American,Male
3/24/15,02Y,Vehicle,Traffic Violation,FI Report,No,No,No,Afr American,Male
3/24/15,07X,Vehicle,Traffic Violation,FI Report,No,No,No,Afr American,Female
3/24/15,30X,Vehicle,Traffic Violation,FI Report,No,No,No,Afr American,Male
3/24/15,27X,Vehicle,Traffic Violation,Warning,No,No,No,Afr American,Male
3/24/15,19X,Vehicle,Probable Cause,Misdemeanor Arrest,Yes,Incident to Arrest,None,Afr American,Female
3/24/15,20X,Vehicle,Reasonable Suspicion,FI Report,No,No,No,Afr American,Female
3/24/15,20X,Vehicle,Reasonable Suspicion,FI Report,No,No,No,Afr American,Male
3/24/15,20X,Vehicle,Reasonable Suspicion,FI Report,No,No,No,Afr American,Male
3/24/15,20X,Vehicle,Reasonable Suspicion,FI Report,No,No,No,Afr American,Male
3/24/15,12X,Vehicle,Traffic Violation,FI Report,No,No,No,Afr American,Male
3/24/15,06X,Vehicle,Traffic Violation,FI Report,No,No,No,Afr American,Female
3/24/15,12X,Vehicle,Traffic Violation,FI Report,No,No,No,White,Male
3/24/15,26X,Pedestrian,Probable Cause,Citation,No,No,No,Afr American,Female
3/24/15,11X,Vehicle,Traffic Violation,Citation,No,No,No,White,Female
3/24/15,10Y,Vehicle,Traffic Violation,Citation,No,No,No,Afr American,Female
3/24/15,10Y,Vehicle,Traffic Violation,Citation,No,No,No,White,Female
3/24/15,18X,Vehicle,Probable Cause,Misdemeanor Arrest,Yes,Incident to Arrest,Yes,White,Female
3/24/15,11X,Vehicle,Traffic Violation,Citation,No,No,No,White,Female
3/24/15,30Y,Vehicle,Traffic Violation,Warning,No,No,No,Afr American,Male
3/24/15,26Y,Vehicle,Traffic Violation,Citation,Yes,Prob./Parole,Yes,Hispanic,Male
3/24/15,22X,Vehicle,Traffic Violation,Warning,No,No,No,Afr American,Female
3/25/15,02X,Vehicle,Traffic Violation,Citation,No,No,No,Asian,Male
3/25/15,02Y,Vehicle,Traffic Violation,Citation,No,No,No,Afr American,Male
3/25/15,02Y,Vehicle,Traffic Violation,Citation,No,No,No,White,Male
3/25/15,06X,Vehicle,Traffic Violation,Warning,No,No,No,White,Female
3/25/15,07X,Vehicle,Traffic Violation,Citation,No,No,No,Afr American,Male
3/25/15,07X,Vehicle,Traffic Violation,Citation,No,No,No,Afr American,Male
3/25/15,06X,Bicycle,Traffic Violation,FI Report,No,No,No,Afr American,Male
3/25/15,04X,Pedestrian,Probable Cause,Citation,No,No,No,Afr American,Male
3/25/15,34X,Pedestrian,Probable Cause,FI Report,Yes,Prob./Parole,None,Afr American,Male
3/25/15,08X,Pedestrian,Probable Cause,Felony Arrest,Yes,Incident to Arrest,Yes,Afr American,Male
3/25/15,23X,Vehicle,Traffic Violation,FI Report,No,No,No,Hispanic,Male
3/25/15,23X,Pedestrian,Consensual Encounter,FI Report,No,No,No,Afr American,Female
3/25/15,23X,Vehicle,Traffic Violation,Warning,No,No,No,Hispanic,Male
3/25/15,26X,Vehicle,Traffic Violation,Citation,No,No,No,Hispanic,Male
3/25/15,07X,Bicycle,Traffic Violation,Warning,Yes,Prob./Parole,None,Afr American,Male
3/25/15,07X,Other,Reasonable Suspicion,FI Report,Yes,Weapons,None,Hispanic,Female
3/25/15,04X,Vehicle,Traffic Violation,Citation,No,No,No,Hispanic,Male
3/25/15,23X,Vehicle,Traffic Violation,Citation,No,No,No,Afr American,Male
3/25/15,23X,Vehicle,Traffic Violation,Felony Arrest,Yes,Incident to Arrest,None,White,Male
3/25/15,11X,Pedestrian,Traffic Violation,FI Report,No,No,No,Afr American,Male
3/25/15,11X,Vehicle,Traffic Violation,Citation,No,No,No,Afr American,Male
3/25/15,26X,Vehicle,Traffic Violation,Citation,No,No,No,Afr American,Female
3/25/15,34X,Bicycle,Traffic Violation,FI Report,No,No,No,Hispanic,Male
3/25/15,35X,Vehicle,Traffic Violation,FI Report,No,No,No,Afr American,Male
3/25/15,23X,Vehicle,Traffic Violation,Citation,No,No,No,Afr American,Male
3/25/15,27Y,Vehicle,Traffic Violation,Citation,No,No,No,Afr American,Male
3/25/15,19X,Vehicle,Traffic Violation,Citation,No,No,No,Afr American,Male
3/25/15,19X,Vehicle,Traffic Violation,Citation,No,No,No,White,Male
3/25/15,35X,Vehicle,Traffic Violation,Citation,Yes,Weapons,None,Afr American,Male
3/25/15,33X,Pedestrian,Probable Cause,FI Report,Yes,Prob./Parole,None,Hispanic,Male
3/25/15,27Y,Other,Probation/Parole,FI Report,Yes,Prob./Parole,None,Afr American,Male
3/25/15,19X,Pedestrian,Probable Cause,Warning,No,No,No,White,Female
3/25/15,26Y,Vehicle,Traffic Violation,Citation,No,No,No,Hispanic,Male
3/25/15,07X,Vehicle,Traffic Violation,Warning,Yes,P/C,Yes,Afr American,Male
3/25/15,34X,Vehicle,Traffic Violation,FI Report,No,No,No,Hispanic,Male
3/25/15,30Y,Vehicle,Traffic Violation,FI Report,No,No,No,Afr American,Male
3/25/15,33X,Pedestrian,Probation/Parole,FI Report,Yes,Prob./Parole,None,Hispanic,Male
3/25/15,30X,Pedestrian,Probable Cause,Felony Arrest,Yes,Incident to Arrest,None,Afr American,Female
3/25/15,05Y,Vehicle,Traffic Violation,FI Report,No,No,No,White,Female
3/25/15,12X,Vehicle,Traffic Violation,FI Report,No,No,No,White,Female
3/25/15,12X,Vehicle,Traffic Violation,FI Report,No,No,No,White,Male
3/25/15,10Y,Vehicle,Traffic Violation,FI Report,No,No,No,Asian,Male
3/25/15,08X,Pedestrian,Probable Cause,Misdemeanor Arrest,Yes,P/C,Yes,Afr American,Male
3/25/15,33X,Pedestrian,Probable Cause,Felony Arrest,Yes,Incident to Arrest,None,Afr American,Male
